Department,School,SchType,SchLocation,Grade,NIVEAU2,NIVEAU3,NIVEAU4,NIVEAU5,NIVEAU6,Gender,PassRate,ExcellenceRate,Date,r1h,rfh,r3h,FluctMonth,FluctIntra,FluctTenDays,RainHistVol,HeavyRain,LowRain,ExtreFluctMonth,ExtreFluctIntra,Region,RegionCode,SchYear,IMR,District
SOUBRE,EPP YOBOUET-KOUASSIKRO,0,0,CP2,1,0,0,0,0,0,0.8636363636363636,0.4545454545454545,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.9938989437111247,District du Bas-Sassandra
SOUBRE,EPP GRAND-ZATTRY 1B,0,1,CP1,0,0,0,0,0,0,0.8333333333333333,0.6111111111111112,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.3593792398101122,District du Bas-Sassandra
SOUBRE,EPP GNAGBOYA (V4)B,0,0,CP1,0,0,0,0,0,0,0.868421052631579,0.6052631578947368,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.3870635432447742,District du Bas-Sassandra
SOUBRE,EPP LAKOTA CARREFOUR,0,0,CP1,0,0,0,0,0,0,0.8636363636363636,0.3636363636363636,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.9938989437111247,District du Bas-Sassandra
SOUBRE,EPP AMDOULAYE,0,0,CP2,1,0,0,0,0,0,1.0,0.1,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,1.171598949547309,District du Bas-Sassandra
SOUBRE,EPP OTTAWA 2,0,0,CP1,0,0,0,0,0,0,0.532258064516129,0.2741935483870967,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.2728668213595218,District du Bas-Sassandra
SOUBRE,EPP GBALEBOUO,0,0,CP1,0,0,0,0,0,0,0.575,0.05,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.2728668213595218,District du Bas-Sassandra
SOUBRE,EPP JEAN KOUASSI,0,0,CP2,1,0,0,0,0,0,0.75,0.5833333333333334,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.4968829817251177,District du Bas-Sassandra
SOUBRE,EPV KÔTHOH ESPERANCE,1,1,CP1,0,0,0,0,0,0,0.7291666666666666,0.3125,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.2595999917931883,District du Bas-Sassandra
SOUBRE,EPP BALEKO 1,0,0,CP2,1,0,0,0,0,0,0.8928571428571428,0.6428571428571428,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.9938989437111247,District du Bas-Sassandra
SOUBRE,EPP SOUBOUO 1,0,1,CP1,0,0,0,0,0,0,0.71875,0.125,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.3671530521195924,District du Bas-Sassandra
SOUBRE,EPP SOUBRE RESIDENTIEL 2,0,1,CP1,0,0,0,0,0,0,1.0,0.4166666666666667,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.4323017127928811,District du Bas-Sassandra
SOUBRE,EPP KATO A,0,1,CP1,0,0,0,0,0,0,0.6538461538461539,0.3461538461538461,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.063247708703447,District du Bas-Sassandra
SOUBRE,EPP POGREAGUI,0,0,CP1,0,0,0,0,0,0,0.625,0.0,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.1098545625701933,District du Bas-Sassandra
SOUBRE,EPP NENEFEROUA 1,0,0,CP2,1,0,0,0,0,0,0.7647058823529411,0.4117647058823529,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.4258124084753349,District du Bas-Sassandra
SOUBRE,EPV KÔTHOH ESPERANCE,1,1,CP2,1,0,0,0,0,0,0.7058823529411765,0.2352941176470588,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.2595999917931883,District du Bas-Sassandra
SOUBRE,EPP GBLIGLO (V3) B,0,0,CP2,1,0,0,0,0,0,0.9705882352941176,0.0,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.3331350959199586,District du Bas-Sassandra
SOUBRE,EPC MEAGUI 2,1,1,CP2,1,0,0,0,0,0,0.8333333333333333,0.3333333333333333,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.2595999917931883,District du Bas-Sassandra
SOUBRE,EPP GREBOUO-GUIBOUO,0,0,CP1,0,0,0,0,0,0,0.875,0.5625,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.3326488705673545,District du Bas-Sassandra
SOUBRE,EPC ELISABETTA BRUCOLLI DE DABOUYO,1,1,CP2,1,0,0,0,0,0,0.5208333333333334,0.0,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,1.40943859423481,District du Bas-Sassandra
SOUBRE,EPP KOUADIOKRO 2,0,0,CP1,0,0,0,0,0,0,1.0,0.0,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,1.171598949547309,District du Bas-Sassandra
SOUBRE,EPP ASSOUMANKRO,0,0,CP1,0,0,0,0,0,0,0.5,0.0909090909090909,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,1.171598949547309,District du Bas-Sassandra
SOUBRE,EPP SOUBRE 4F,0,1,CP1,0,0,0,0,0,0,0.4230769230769231,0.0384615384615384,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.3671530521195924,District du Bas-Sassandra
SOUBRE,EPP GBOHOULIO A,0,1,CP2,1,0,0,0,0,0,0.75,0.3571428571428571,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.0855677483610879,District du Bas-Sassandra
SOUBRE,EPC ELISABETTA BRUCOLLI DE DABOUYO,1,1,CP1,0,0,0,0,0,0,0.5384615384615384,0.1538461538461538,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,1.40943859423481,District du Bas-Sassandra
SOUBRE,EPP BROUDJAKRO,0,0,CP2,1,0,0,0,0,0,1.0,0.6875,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,1.428135377320412,District du Bas-Sassandra
GAGNOA,EPP SOKOURA 2,0,1,CP1,0,0,0,0,0,0,1.0,1.0,2023-03-21,201.25641,94.26068,273.047,0.7331931936975323,0.2690788531903157,0.6713061480142091,0.3998125961360979,1.0,0.0,1.0,0.0,Goh,CI13,2022-2023,1.712729055255954,District du Gôh-Djiboua
SOUBRE,EPP BABAEROUA,0,0,CP1,0,0,0,0,0,0,0.8,0.5,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.4258124084753349,District du Bas-Sassandra
SOUBRE,EPP CHANTIER,0,0,CP2,1,0,0,0,0,0,1.0,1.0,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.4968829817251177,District du Bas-Sassandra
SOUBRE,EPV LA GLOIRE DE DIEU,1,0,CP2,1,0,0,0,0,0,0.8571428571428572,0.5714285714285714,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,1.136864520551496,District du Bas-Sassandra
SOUBRE,EPP MOUSSAYO 1,0,0,CP2,1,0,0,0,0,0,0.5416666666666667,0.125,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.4258124084753349,District du Bas-Sassandra
SOUBRE,EPP GUIRE,0,0,CP1,0,0,0,0,0,0,0.8125,0.125,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,1.171598949547309,District du Bas-Sassandra
SOUBRE,EPP BUYO-BARRAGE 1,0,1,CP1,0,0,0,0,0,0,1.0,0.6875,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.3405753708028339,District du Bas-Sassandra
SOUBRE,EPP TASSEREKRO,0,0,CP2,1,0,0,0,0,0,0.75,0.25,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.9938989437111247,District du Bas-Sassandra
SOUBRE,EPP BAKARIDOUGOU 1,0,0,CP1,0,0,0,0,0,0,0.8214285714285714,0.6785714285714286,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.4968829817251177,District du Bas-Sassandra
SOUBRE,EPP PIERREKRO,0,0,CP1,0,0,0,0,0,0,0.6875,0.3125,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.4968829817251177,District du Bas-Sassandra
SOUBRE,EPP KOUADIOKRO 2,0,0,CP2,1,0,0,0,0,0,1.0,0.0,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,1.171598949547309,District du Bas-Sassandra
SOUBRE,EPC NASFAT,1,1,CP2,1,0,0,0,0,0,0.5652173913043478,0.1521739130434782,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.2595999917931883,District du Bas-Sassandra
GAGNOA,EPP GOHUE 1,0,0,CP2,1,0,0,0,0,0,0.8709677419354839,0.4193548387096774,2023-03-21,201.25641,94.26068,273.047,0.7331931936975323,0.2690788531903157,0.6713061480142091,0.3998125961360979,1.0,0.0,1.0,0.0,Goh,CI13,2022-2023,1.19832554273693,District du Gôh-Djiboua
SOUBRE,EPP ALEXANDREKRO 2,0,0,CP1,0,0,0,0,0,0,0.25,0.0,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.4001838172805345,District du Bas-Sassandra
SOUBRE,EPP ZAKUEOUA 1,0,0,CP1,0,0,0,0,0,0,0.8111111111111111,0.2555555555555555,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.4207972639197842,District du Bas-Sassandra
SOUBRE,EPC NOTRE DAME DE ROSAIRE 1,1,1,CP2,1,0,0,0,0,0,0.7976190476190477,0.0595238095238095,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.8327402957339207,District du Bas-Sassandra
SOUBRE,EPP AGBANOU,0,0,CP1,0,0,0,0,0,0,0.1818181818181818,0.0,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.3326488705673545,District du Bas-Sassandra
SOUBRE,EPP MADOU SAHOUA 1,0,1,CP2,1,0,0,0,0,0,0.7857142857142857,0.5,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.3639637537787989,District du Bas-Sassandra
SOUBRE,EPP DOUE PASCAL 1,0,0,CP2,1,0,0,0,0,0,0.0714285714285714,0.0,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.3870635432447742,District du Bas-Sassandra
SOUBRE,EPP GUEYO 3,0,1,CP1,0,0,0,0,0,0,0.8888888888888888,0.5185185185185185,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.7970750127350978,District du Bas-Sassandra
SOUBRE,EPP OUPOYO 7,0,1,CP1,0,0,0,0,0,0,1.0,0.9,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.9610724698508748,District du Bas-Sassandra
SOUBRE,EPP PETIGOA A,0,0,CP1,0,0,0,0,0,0,0.7115384615384616,0.4038461538461538,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.4207972639197842,District du Bas-Sassandra
SOUBRE,EPP WONSEALY (V2) 2,0,0,CP2,1,0,0,0,0,0,0.625,0.625,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.4001838172805345,District du Bas-Sassandra
SOUBRE,EPP N'GUESSANGUI 1,0,0,CP2,1,0,0,0,0,0,0.5555555555555556,0.0,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.1098545625701933,District du Bas-Sassandra
SOUBRE,EPP GBAKALEKPA 2,0,1,CP1,0,0,0,0,0,0,1.0,0.2045454545454545,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.4323017127928811,District du Bas-Sassandra
SOUBRE,EPP GRAND-ZATTRY 2A,0,1,CP1,0,0,0,0,0,0,0.6153846153846154,0.2307692307692307,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.3593792398101122,District du Bas-Sassandra
SOUBRE,EPP N'GUESSANGUI 1,0,0,CP1,0,0,0,0,0,0,0.1363636363636363,0.0,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.1098545625701933,District du Bas-Sassandra
SOUBRE,EPP LAKOTA CARREFOUR,0,0,CP2,1,0,0,0,0,0,0.8,0.45,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.9938989437111247,District du Bas-Sassandra
SOUBRE,EPC SABIL IRCHAD,1,0,CP2,1,0,0,0,0,0,0.9130434782608696,0.5652173913043479,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.8625971550894742,District du Bas-Sassandra
SOUBRE,EPP LILIYO 2,0,1,CP2,1,0,0,0,0,0,0.8333333333333333,0.6111111111111112,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.3007022232214851,District du Bas-Sassandra
SOUBRE,EPP BRETIHIO,0,0,CP1,0,0,0,0,0,0,0.7222222222222222,0.2777777777777778,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.9938989437111247,District du Bas-Sassandra
SOUBRE,EPP BAKARIDOUGOU 1,0,0,CP2,1,0,0,0,0,0,0.875,0.5416666666666666,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.4968829817251177,District du Bas-Sassandra
SAN-PEDRO,EPP SAPH 4,0,0,CP1,0,0,0,0,0,0,0.8478260869565217,0.4130434782608695,2023-03-21,197.31795,83.020515,298.05896,0.6380044998440334,0.2738324136248121,0.6416393947929617,0.3409797286630178,1.0,0.0,1.0,0.0,San Pedro,CI29,2022-2023,0.6150040039022223,District du Bas-Sassandra
SOUBRE,EPP GBATINA,0,0,CP2,1,0,0,0,0,0,0.6111111111111112,0.2222222222222222,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.3870635432447742,District du Bas-Sassandra
SOUBRE,EPP KAYO PETIT BOUGOUNI,0,0,CP1,0,0,0,0,0,0,0.2777777777777778,0.0,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.3326488705673545,District du Bas-Sassandra
GAGNOA,EPP GOHUE 2,0,0,CP2,1,0,0,0,0,0,0.6666666666666667,0.2,2023-03-21,201.25641,94.26068,273.047,0.7331931936975323,0.2690788531903157,0.6713061480142091,0.3998125961360979,1.0,0.0,1.0,0.0,Goh,CI13,2022-2023,1.19832554273693,District du Gôh-Djiboua
GAGNOA,EPP DOUGROUPALEGNOA 3,0,0,CP1,0,0,0,0,0,0,0.5588235294117647,0.2205882352941176,2023-03-21,201.25641,94.26068,273.047,0.7331931936975323,0.2690788531903157,0.6713061480142091,0.3998125961360979,1.0,0.0,1.0,0.0,Goh,CI13,2022-2023,0.3617281509881256,District du Gôh-Djiboua
SOUBRE,EPP ADK,0,0,CP1,0,0,0,0,0,0,1.0,0.4375,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.4001838172805345,District du Bas-Sassandra
SOUBRE,EPV LA GLOIRE DE DIEU,1,0,CP1,0,0,0,0,0,0,0.8571428571428572,0.5714285714285714,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,1.136864520551496,District du Bas-Sassandra
SOUBRE,EPP DABOUYO 3A,0,1,CP1,0,0,0,0,0,0,0.5,0.5,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.8993929842869542,District du Bas-Sassandra
SOUBRE,EPV LOBOGBA ESPOIR,1,0,CP1,0,0,0,0,0,0,1.0,0.6875,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.8625971550894742,District du Bas-Sassandra
SOUBRE,EPP WONSEALY (V2) 2,0,0,CP1,0,0,0,0,0,0,0.5625,0.5625,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.4001838172805345,District du Bas-Sassandra
SOUBRE,EPP KOUAKOUKOUASSIKRO,0,0,CP2,1,0,0,0,0,0,0.75,0.0,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.4001838172805345,District du Bas-Sassandra
SOUBRE,EPP GALLO ALFRED,0,1,CP2,1,0,0,0,0,0,1.0,0.2333333333333333,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,1.202062339364393,District du Bas-Sassandra
GAGNOA,EPP GOHUE 2,0,0,CP1,0,0,0,0,0,0,0.4791666666666666,0.0416666666666666,2023-03-21,201.25641,94.26068,273.047,0.7331931936975323,0.2690788531903157,0.6713061480142091,0.3998125961360979,1.0,0.0,1.0,0.0,Goh,CI13,2022-2023,1.19832554273693,District du Gôh-Djiboua
SOUBRE,EPP BABAEROUA,0,0,CP2,1,0,0,0,0,0,0.8,0.6,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.4258124084753349,District du Bas-Sassandra
SOUBRE,EPP SOUBRE 5D,0,1,CP1,0,0,0,0,0,0,0.4,0.15,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.3671530521195924,District du Bas-Sassandra
SOUBRE,EPV EL ITRATOU TAHIRA,1,1,CP2,1,0,0,0,0,0,0.7142857142857143,0.1785714285714285,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.2595999917931883,District du Bas-Sassandra
SOUBRE,EPP MOUSSAKRO,0,0,CP2,1,0,0,0,0,0,0.3125,0.15625,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,1.171598949547309,District du Bas-Sassandra
SOUBRE,EPP N'GUESSANKRO,0,0,CP2,1,0,0,0,0,0,1.0,0.8333333333333334,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,1.428135377320412,District du Bas-Sassandra
SOUBRE,EPP OBROUAYO 2,0,0,CP1,0,0,0,0,0,0,0.2058823529411764,0.0,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,1.428135377320412,District du Bas-Sassandra
SOUBRE,EPP PETIT YAMOUSSOUKRO,0,0,CP1,0,0,0,0,0,0,0.3,0.0,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.4258124084753349,District du Bas-Sassandra
SOUBRE,EPP KOFFIAGUI,0,0,CP1,0,0,0,0,0,0,1.0,0.3125,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.1098545625701933,District du Bas-Sassandra
SOUBRE,EPP LILIYO 1,0,0,CP1,0,0,0,0,0,0,0.75,0.4375,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.3562246927663131,District du Bas-Sassandra
SOUBRE,EPP N'DOLIKRO,0,0,CP1,0,0,0,0,0,0,0.5714285714285714,0.0,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.1098545625701933,District du Bas-Sassandra
SOUBRE,EPP BALEKO 2,0,0,CP2,1,0,0,0,0,0,0.6923076923076923,0.2692307692307693,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.9938989437111247,District du Bas-Sassandra
SOUBRE,EPP CHANTIER,0,0,CP1,0,0,0,0,0,0,0.875,0.5,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.4968829817251177,District du Bas-Sassandra
SOUBRE,EPP KOUAME-JOSEPHKRO,0,0,CP1,0,0,0,0,0,0,0.625,0.1875,2023-03-21,208.4129,81.08387,286.47742,0.726690190482451,0.2915583296427428,0.6428230423634195,0.2999320827424124,1.0,0.0,1.0,0.0,Nawa,CI26,2022-2023,0.4968829817251177,District du Bas-Sassandra
